"app_id","GOOD","BAD","app_date","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02"
"2398","1","0","24AUG2005","0","SH","20","0","P",".",".","16","1",".","10","1","10",".","0","68.109375",".","1","0","3","-1"
"2472","1","0","24AUG2005","0","SO","19","0","P",".",".",".",".",".","26","1","7",".","0.0617587325","68.796875",".","0",".","5","-1"
"-2375",".",".","24AUG2005","500","SN","27","0","R",".","450","16","3","36",".","5",".",".","0.2095678803","43.8984375",".","1","0","3","-1"
"-2531",".",".","24AUG2005","0","SF","19","0","P",".","200","13","1","1","11","1","15",".","0","69.296875","1","1","217","3","-1"
"2502","1","0","24AUG2005","0","SD","18","0","P",".",".",".",".",".","14","0","2",".","0.0114714295","63.0703125",".","0",".","5","-1"
"-2338",".",".","24AUG2005","0","SO","21","3","R",".","950","22","2",".",".","0",".",".","0.2081063879","49.5859375","1","2","809","3","-1"
"2418","1","0","24AUG2005","260","SD","18","0","",".",".","6","2",".",".",".",".",".","0","55.8828125","1","1","0","3","-1"
"-2606",".",".","24AUG2005","0","SO","18","0","P",".",".",".",".",".",".","1",".",".","0.4440365192","43.2265625",".","0",".","5","-1"
"-2569",".",".","24AUG2005","0","SH","18","0","P",".",".",".",".",".","1",".","15",".","0.01786332","72.5","1","0",".","5","2"
"-2604",".",".","24AUG2005","0","SO","23","0","P","1","650","2","2","75",".","3",".","465","0.0173697437","78.09375","1","1","0","3","2"
"2399","1","0","24AUG2005","0","SO","18","0","P","1",".","2",".","0",".","0",".",".","0.1375308638","66.046875","1","0",".","5","1"
"-2327",".",".","24AUG2005","0","SN","25","0","R",".",".","6","1",".",".","0",".",".","0.2256605495","32.09375",".","1","0","3","-1"
"-2541",".",".","24AUG2005","0","SO","19","0","P",".",".","7","1","144","2","1",".",".","0.3628879134","50.578125","3","1","0","3","0"
"-2522",".",".","24AUG2005","1240","SN","26","0","R",".",".","18","1","39",".",".",".",".","0.1515105381","25.71875","1","1","0","3","2"
"-2381",".",".","24AUG2005","0","SO","41","0","H",".",".",".","1",".",".",".",".",".","0","64.578125",".","0",".","5","-1"
"2616","1","0","24AUG2005","320","SO","27","1","P","1",".","2","1","0","27","11","18",".","0.2438016012","40.609375","1","1","554","3","3"
"-2566",".",".","24AUG2005","0","SM","23","0","R",".","750","27",".","25",".",".",".","155","0.3436926147","58.078125",".","0",".","5","-1"
"2411","1","0","24AUG2005","0","SG","21","0","R",".","250","9","2","1",".",".",".",".","0.1051026094","57.859375","1","1","0","3","-1"
"-2593",".",".","24AUG2005","0","SG","18","0","P","1","200","3","1","0","17","1","17",".","0.0557772687","71.09375","1","1","0","3","1"
"2584","1","0","24AUG2005","0","SL","18","0","P",".",".",".",".",".","7","2","19",".","0.1727223643","68.328125",".","0",".","5","-1"
"-2547",".",".","24AUG2005","10","SO","37",".","",".",".",".",".",".",".",".",".",".","0","51.6953125",".","0",".","5","-1"
"2517","1","0","24AUG2005","1000","SO","27","0","R",".",".",".",".",".",".",".",".",".","0.1742917672","33.609375",".","0",".","5","-1"
"2457","1","0","24AUG2005","500","SJ","23",".","R",".",".",".",".",".",".",".",".",".","0.0849967618","54.0703125",".","0",".","5","-1"
"2535","1","0","24AUG2005","0","SA","34","0","P",".","20900","12","1","0","27","16","19","9795","0","72.125","1","1","74","3","-1"
"-2400",".",".","24AUG2005","0","SO","18","0","P",".",".",".",".",".",".","0",".",".","0.1520419074","74.171875",".","0",".","5","-1"
"2459","0","1","24AUG2005","0","SL","18","0","P",".",".","12","1","52","15",".","22",".","0.1569224591","75.390625","1","1","0","3","0"
"-2349",".",".","24AUG2005","0","SO","18","0","P",".",".",".",".",".",".",".",".",".","0.1504055886","45.59375",".","0",".","5","-1"
"-2523",".",".","24AUG2005","0","SO","18","0","P",".",".","22","2",".","11","0","22",".","0.0304397638","77.5","1","1","0","3","-1"
"2597","0","1","24AUG2005","0","SO","19","0","P",".",".",".",".",".","15","0","69",".","0.1133159369","89.140625","1","0",".","5","1"
"-2344",".",".","24AUG2005","0","SO","18","0","R",".",".",".",".",".",".",".",".",".","0",".",".","0",".","5","-1"
"2568","0","1","24AUG2005","0","SO","18","0","P",".",".",".",".",".","6","0","34",".","0.0529769042","91.953125",".","0",".","5","-1"
"2367","0","1","24AUG2005","1","SO","18","0","P","1","450","2","1","75","11","0","56","434","0","61.640625",".","1","0","3","3"
"2435","0","1","24AUG2005","0","SD","18","0","P","1","100","2","2","0","24","0","40",".","0.2077530138","62.5703125",".","1","0","3","2"
"2451","1","0","24AUG2005","0","SC","18","0","P",".",".",".",".",".","24","0","23",".","0","94.953125",".","0",".","5","-1"
"2442","1","0","24AUG2005","0","SA","20","0","P",".",".","37","1",".","13","1","21",".","0.1005257282","81.734375",".","1","0","3","-1"
"2510","0","1","24AUG2005","0","SB","18","0","P",".",".",".",".",".","20","0","45",".","0.3921964634","80.78125",".","0",".","5","-1"
"2613","0","1","24AUG2005","0","SA","19","0","P",".",".","19","1",".","23","1","36",".","0.1026409601","45.953125","1","1","74","3","4"
"2450","0","1","24AUG2005","1","SO","18","0","P",".",".","15","1",".","10",".","35",".","0.1107974045","21.90234375",".","1","0","3","-1"
"-2350",".",".","24AUG2005","0","SL","19","0","P",".",".","16",".","20","5","1","23",".","0","81.078125",".","0",".","5","-1"
"-2352",".",".","24AUG2005","0","SH","18","0","P","1",".","1",".","1","4","0","24",".","0.0167839068","75.984375",".","0",".","5","-1"
"2333","0","1","24AUG2005","0","SD","19","0","P",".","200","19","1",".","21","2","24",".","0.0868122545","57.21875","1","1","0","3","1"
"-2477",".",".","24AUG2005","0","SK","18","0","P",".",".",".",".",".","6","0","25",".","0.2402452291","61.28125",".","0",".","5","-1"
"2437","0","1","24AUG2005","1","SB","18","0","P",".",".","51","1",".","6","0","61",".","0","88.515625",".","1","0","3","-1"
"2624","1","0","24AUG2005","0","SM","18","0","P",".",".",".",".",".","14",".","25",".","0.0539445698","81.15625",".","0",".","5","-1"
"2348","0","1","24AUG2005","0","SO","18","0","P","1",".","5","1","1","15","2","21",".","0.1194742119","53.890625","2","1","0","3","2"
"2454","1","0","24AUG2005","0","SO","18","0","P","1",".","2","1",".","11",".","25",".","0","43.6328125","1","1","0","3","1"
"2443","0","1","24AUG2005","0","SO","18","0","P","1","100","5","1","0","3",".","19",".","0.1163146102","76.5","1","1","36","3","-1"
"-2343",".",".","24AUG2005","800","SM","18","0","P",".",".",".",".",".",".",".","20",".","0.0519214553","39.46875","1","0",".","5","0"
"-2553",".",".","24AUG2005","0","SD","18","0","P",".",".",".",".",".","2","0","24",".","0.1655689632","85.625",".","0",".","5","-1"
"2561","1","0","24AUG2005","0","SL","18","0","P",".",".",".",".",".","18","0","27",".","0.0476020422","74.65625",".","0",".","5","-1"
"2330","0","1","24AUG2005","0","SA","19","0","","1","1050","1","5","0","16","2","16","744","0.1174925875","83.421875","2","4","287","3","0"
"2536","0","1","24AUG2005","0","SA","19","0","P",".",".","31","1",".","4","1","16",".","0",".",".","1","0","3","-1"
"2488","1","0","24AUG2005","1","SB","18","0","P","1",".","2","2",".","4","0","30",".","0","39.6171875","1","1","0","3","-1"
"2408","1","0","24AUG2005","0","SO","20","0","P","1","1900","2","2","0","11","2","33","0","0","73.84375",".","1","0","3","-1"
"2571","0","1","24AUG2005","0","SL","18","1","P",".",".","17","1",".","12","0","8",".","0.3274040706","45.4375",".","1","0","3","-1"
"2554","0","1","24AUG2005","0","SE","18","0","P",".",".",".",".",".","9","0","15",".","0.1580597502","59.7265625","1","0",".","5","1"
"2573","0","1","24AUG2005","1","SB","20","0","P","1","150","4","2",".","15","3","11","155","0.4306692295","69.484375","1","1","0","3","3"
"2362","0","1","24AUG2005","0","SO","18","0","P","1",".","2",".","45","13","0","8",".","0.3101354372","32.1953125","1","0",".","5","0"
"-2470",".",".","24AUG2005","0","SH","18","0","P",".",".","24","1",".","23","0","47",".","0","88.84375",".","1","0","3","-1"
"2414","0","1","24AUG2005","0","SO","18","0","P","1",".","3","1","55","21","0","8",".","0.1645141584","75.15625",".","1","0","3","-1"
"2388","0","1","24AUG2005","1","SA","18","0","P",".",".",".",".",".","6","0","7",".","0","75.296875",".","0",".","5","-1"
"2361","0","1","24AUG2005","0","SL","19","0","P",".",".",".",".",".",".",".","3",".","0","55.1484375","1","0",".","5","1"
"2425","0","1","24AUG2005","0","SM","18","0","P",".",".","25","1",".",".",".","4",".","0",".","1","1","0","3","1"
"2465","0","1","24AUG2005","0","SO","18","0","P",".",".",".",".",".",".","0","2",".","0.0659933377","89.171875","1","0",".","5","0"
"2542","0","1","24AUG2005","0","SC","19","0","P","1","150","3","2","134","3","1","2","123","0.0693304441","56.9609375","3","1","0","3","1"
"2372","0","1","24AUG2005","500","SA","24","0","P",".","1400","19","1","37","26","7","1","1025","0.1823402126","63.3515625","1","1","221","3","-1"
"2586","0","1","24AUG2005","1","SH","21","0","P",".","1800","7","3","1",".","2",".","1675","0.072129434","53.4453125","1","1","0","3","2"
"2526","0","1","24AUG2005","1","SL","19","0","P","2","350","5",".",".",".","0",".","342","0.524516819","28.2734375",".","0",".","5","-1"
"2473","0","1","24AUG2005","1","SD","20",".","",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"2364","0","1","24AUG2005","1","SB","20","2","P",".",".","23","2",".","13",".","17",".","0","82.65625","1","1","0","3","-1"
"2540","0","1","24AUG2005","1","SB","19","0","P",".",".",".",".",".",".","0",".",".","0","45.3671875","1","0",".","5","1"
"2345","1","0","24AUG2005","0","SO","19","0","P",".",".","20","1",".",".",".","26",".","0.273284181","51.53125",".","1","0","3","-1"
"2549","0","1","24AUG2005","0","SO","18","0","P",".",".",".",".",".",".",".",".",".","0.1330692195","33.1015625",".","0",".","5","-1"
"2559","0","1","24AUG2005","1","SO","20","0","P",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"2427","0","1","24AUG2005","0","SE","18","0","P",".",".",".",".",".",".",".",".",".","0.0221962809","71.71875","1","0",".","5","1"
"2353","0","1","24AUG2005","1","SA","22","0","P",".","300","19","1","0",".","6",".","154","0.4030460389","56.671875","1","1","170","3","-1"
"-2622",".",".","24AUG2005","0","SF","18","0","P",".",".","28","1",".","5","1","47",".","0.020173398","75.4375",".","1","0","3","-1"
"2461","0","1","24AUG2005","0","SO","19","0","P",".",".",".",".",".","3",".","1",".","0.2987564839","44.765625","1","0",".","5","1"
"2588","0","1","24AUG2005","0","SO","19","0","P",".",".","12","1","75",".",".",".",".","0.8903744798","47.4921875",".","1","0","3","-1"
"2430","0","1","24AUG2005","1","SO","19","0","P",".",".","9","1","105",".",".",".",".","0.6554744672","50.8828125","2","1","0","3","0"
"2426","0","1","24AUG2005","0","SD","24","0","P",".",".","7","1",".","0",".","5",".","0.1901764548","73.21875","2","1","0","3","1"
"2394","0","1","24AUG2005","0","SO","19","0","P",".",".","23","2",".","8","2","6",".","0.1404354917","56.4609375","1","1","0","3","-1"
"2491","0","1","24AUG2005","0","SA","19","0","P","1",".","1","2",".",".","0","14",".","0","72.921875",".","0",".","5","-1"
"2599","0","1","24AUG2005","0","SH","19","0","P",".","500","15","1",".","1","2","11","527","0.1014295986","69.4375","2","1","118","3","0"
"2445","0","1","24AUG2005","200","SC","20",".","P",".",".",".",".",".","13","2","3",".","0.0842638537","54.296875",".","0",".","5","-1"
"2405","0","1","24AUG2005","0","SO","19","0","R",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"2544","0","1","24AUG2005","460","SM","18","0","P",".",".","38","1",".","3","2","2",".","0","77.234375","1","1","0","3","1"
"2757","1","0","25AUG2005","0","SA","20","0","P","1","750","1","3","50","26","3","98",".","0","72.40625","1","1","1","3","1"
"-2844",".",".","25AUG2005","0","SE","18","0","P",".",".","6","1",".","24","0","62",".","0.3230933947","76.046875",".","1","0","2","2"
"2754","1","0","25AUG2005","0","SO","18","0","P",".",".","21","1",".","12",".","51",".","0.1323449016","78.328125",".","1","0","3","-1"
"2813","1","0","25AUG2005","1","SO","18","0","P",".",".","13","1",".","21","0","47",".","0","94.65625",".","1","0","3","-1"
"2636","1","0","25AUG2005","0","SO","18","0","P",".",".","30","1",".","10",".","44",".","0","69.28125","1","1","0","3","1"
"2675","1","0","25AUG2005","0","SB","19","0","P",".",".",".",".",".","19","1","41",".","0.0326554901","59.203125",".","0",".","5","-1"
"-2714",".",".","25AUG2005","0","SO","18","0","P",".",".",".",".",".","12","2","40",".","0","56.1875",".","0",".","5","-1"
"-2681",".",".","25AUG2005","0","SO","19","0","P","7","150","3","3","45","9","0","35","31","0","72.53125","2","2","0","3","1"
"-2841",".",".","25AUG2005","0","SL","18","0","R",".",".","17","1",".","15","0","33",".","0.1782689528","94.96875",".","1","0","3","-1"
"2838","1","0","25AUG2005","1","SG","19","0","P",".",".","24","1",".","17","1","35",".","0","67.015625",".","1","0","3","-1"
"2808","1","0","25AUG2005","0","SO","18","0","P",".",".",".",".",".","15","0","32",".","0.04454246","79.71875",".","0",".","5","-1"
"2659","1","0","25AUG2005","1","SD","18","0","P",".",".",".",".",".","6","0","31",".","0.0282654951","64.03125",".","0",".","5","-1"
"2706","1","0","25AUG2005","1","SM","19","0","P",".",".","30","1",".","11","1","29",".","0.0461325572","61.7109375",".","1","0","3","-1"
"2839","1","0","25AUG2005","0","SC","20","2","P",".","500","12","1",".","25","2","27","0","0","47.765625",".","1","0","3","-1"
"2711","1","0","25AUG2005","0","SB","19","0","P",".",".","31","1",".","21","1","25",".","0","91.078125",".","1","0","3","-1"
"-2815",".",".","25AUG2005","0","SA","20","1","",".","250","10","1","0","7","1","25","278","0.2931398181","44.046875","1","1","1143","3","4"
"-2733",".",".","25AUG2005","0","SB","18","0","P",".",".",".",".",".","6","4","23",".","0.293982883","63.390625",".","0",".","5","-1"
"2663","1","0","25AUG2005","0","SB","18","0","P","1","250","2",".",".","23","0","20","63","0.3041996146","43.40625","1","0",".","5","2"
"2864","1","0","25AUG2005","0","SM","21","0","P",".","1450","10","1",".","28","2","19","0","0","67.515625","1","1","9","3","3"
"2651","1","0","25AUG2005","1","SK","18","0","P",".",".","56","1",".","4",".","20",".","0.0274046103","87.375",".","1","0","3","-1"
"-2866",".",".","25AUG2005","0","SH","21","0","",".",".","26","2","0","5","3","27",".","0","86.890625","1","1","0","3","3"
"2850","1","0","25AUG2005","0","SK","18","0","P",".",".","11","1",".","10","0","19",".","0.0730310027","73.6875",".","1","0","3","-1"
"2793","1","0","25AUG2005","0","SL","18","0","P","1","50","1","1",".","10","0","18",".","0.0215235217","69.078125",".","1","0","3","-1"
"-2842",".",".","25AUG2005","0","SH","18","0","P",".",".","30","1",".","8","0","24",".","0.3041883027","57.3203125",".","1","0","3","-1"
"2771","1","0","25AUG2005","1","SO","16",".","P",".",".",".",".",".","11",".","17",".","0","79.84375",".","0",".","5","-1"
"2630","1","0","25AUG2005","0","SM","19","0","P",".",".","31","1",".","27","3","17",".","0","59.171875",".","1","0","3","-1"
"-2692",".",".","25AUG2005","0","SO","18","0","P",".",".",".",".",".","23",".","14",".","0","80.28125",".","0",".","5","-1"
"-2729",".",".","25AUG2005","0","SD","19","0","P",".",".","14","2",".","13",".","13",".","0","81.921875","1","1","0","3","-1"
"2794","1","0","25AUG2005","0","SE","18","0","P","1",".","4","2",".","6","1","17",".","0.0156094035","78.34375",".","1","0","3","-1"
"-2852",".",".","25AUG2005","0","SO","18","0","",".",".",".",".",".","0","0","11",".","0","66.265625","1","0",".","5","1"
"-2758",".",".","25AUG2005","0","SC","20","0","P",".",".","19","2",".","3","2","13",".","0","71.265625","1","1","18","3","-1"
"2750","1","0","25AUG2005","1","SO","19","0","P","1","1450","2","1","0","7","1","11","0","0.2945816889","60.1328125","1","1","0","3","1"
"-2810",".",".","25AUG2005","0","SO","19","0","P",".",".",".",".",".","18","0","12",".","0.0323475071","66.140625",".","0",".","5","-1"
"-2685",".",".","25AUG2005","0","SK","18","0","P",".",".","83","2",".","7","0","11",".","0","77.078125",".","1","0","3","-1"
"-2751",".",".","25AUG2005","0","SF","22","0","P",".",".","15","3",".",".",".","12",".","0.0509044022","46.1328125","1","1","0","1","3"
"2812","1","0","25AUG2005","1","SH","18","0","P",".",".","22","1",".","24","2","10",".","0.0725101333","61.1796875",".","1","0","3","-1"
"-2730",".",".","25AUG2005","1","SB","20","0","P","1",".","1","1","0","0","1","10",".","0","58.9296875",".","1","0","3","-1"
"2660","1","0","25AUG2005","0","SC","21","3","P",".","50","50","1",".","5","3","11",".","0","76.859375",".","1","0","3","-1"
"2831","1","0","25AUG2005","500","SD","19",".","P",".",".","12",".","1",".",".","9",".","0.0503927167","81.3125","1","0",".","5","0"
"-2727",".",".","25AUG2005","0","SH","19","0","P",".",".","18",".",".","4","1","9",".","0.0781661412","15.06640625",".","0",".","5","-1"
"-2868",".",".","25AUG2005","0","SK","18","0","P",".",".",".",".",".","13",".","10",".","0.1900598598","66.78125",".","0",".","5","-1"
"2705","1","0","25AUG2005","0","SC","18","0","P",".",".",".",".",".","11",".","9",".","0.1795589016","65.5",".","0",".","5","-1"
"2826","1","0","25AUG2005","0","SF","18","0","P",".",".","21","1",".","17","0","9",".","0.1400243295","58.2109375",".","1","0","3","-1"
"2645","1","0","25AUG2005","0","SC","18","0","P",".",".",".",".",".","20","0","7",".","0.0703746902","52.71875",".","0",".","5","-1"
"2657","1","0","25AUG2005","0","SO","18","0","P",".",".","7",".",".","8","0","8",".","0.177804715","40.09375",".","0",".","5","-1"
"2643","1","0","25AUG2005","0","SA","18","0","P",".",".",".",".",".","14","1","8",".","0","72.375",".","0",".","5","-1"
"2735","1","0","25AUG2005","0","SA","19","0","P",".",".","14","1","0","12","2","7",".","0.3455228042","67.1875",".","1","0","3","-1"
"2634","1","0","25AUG2005","0","SO","18","0","P",".",".","14","1",".","19","0","18",".","0","63.09375",".","1","0","3","-1"
"2811","1","0","25AUG2005","0","SO","18","0","P",".",".",".",".",".",".",".","6",".","0.0751270086","43.921875","1","0",".","5","2"
